8175	Un uomo in camicia bianca sta lavorando su una macchina.
22115	Un uomo in camicia bianca sta lavorando su una macchina.
2458	Un uomo in camicia bianca sta lavorando su una macchina.
9492	Un uomo in camicia bianca sta lavorando su una macchina.
17031	Un uomo in camicia bianca sta lavorando su una macchina.
21597	Un uomo in camicia bianca sta lavorando su una macchina.
8940	Un uomo in camicia bianca sta lavorando su una macchina.
10010	Un uomo in camicia bianca sta lavorando su una macchina.
9323	Un uomo in camicia bianca sta lavorando su una macchina.
29108	Un uomo in camicia bianca sta lavorando su una macchina.
28570	Un uomo in camicia bianca sta lavorando su una macchina.
8015	Un uomo con un cappello da cowboy sta guidando un cavallo.
661	Un uomo in camicia bianca sta lavorando su una macchina.
11124	Un uomo in camicia bianca sta lavorando su una macchina.
18666	Un uomo in camicia bianca sta lavorando su una macchina.
2909	Un uomo in camicia bianca sta lavorando su una macchina.
14048	Un uomo con un cappello da baseball sta lavorando ad un progetto di legno.
11656	Un uomo in camicia bianca sta lavorando su una macchina.
28955	Un uomo in camicia bianca sta lavorando su una macchina.
26039	Un uomo in camicia bianca sta lavorando su una macchina.
20448	Un uomo in camicia bianca sta lavorando su una macchina.
13916	Un uomo in camicia bianca sta lavorando su una macchina.
30665	Un uomo in camicia bianca sta lavorando su una macchina.
27457	Un uomo in camicia bianca sta lavorando su una macchina.
1594	Un uomo in camicia bianca sta lavorando su una macchina.
887	Un uomo in camicia bianca sta lavorando su una macchina.
12375	Un uomo in camicia bianca sta lavorando su una macchina.
26946	Un uomo in camicia bianca sta lavorando su una macchina.
18499	Un uomo in camicia bianca sta lavorando su una macchina.
2260	Un uomo in camicia bianca sta lavorando su una macchina.
27872	Un uomo in camicia bianca sta lavorando su una macchina.
14260	Un uomo in camicia bianca sta lavorando su una macchina.
97	Un uomo in camicia bianca sta lavorando su una macchina.
27682	Un uomo in camicia bianca sta lavorando su una macchina.
4981	Un uomo in camicia bianca sta lavorando su una macchina.
8611	Un uomo in camicia bianca sta lavorando su una macchina.
9241	Un uomo in camicia bianca sta lavorando su una macchina.
4942	Un uomo con un cappello da cowboy sta guidando un cavallo.
11278	Un uomo in camicia bianca sta lavorando su una macchina.
